Account Id,Brand
24698,SKY
24702,SKY
24707,SKY
24710,SKY
24712,SKY
24714,SKY
24716,SKY
24717,SKY
24718,SKY
24719,SKY
24720,SKY
24722,SKY
24724,SKY
24725,SKY
24728,SKY
24732,SKY
24737,SKY
24738,SKY
24741,SKY
24744,SKY
24748,SKY
24749,SKY
24750,SKY
24754,SKY
24757,SKY
24758,SKY
24759,SKY
24764,SKY
24765,SKY
24774,SKY
24775,SKY
24778,SKY
24781,SKY
24784,SKY
24785,SKY
24790,SKY
24794,SKY
24796,SKY
24797,SKY
24799,SKY
24805,SKY
24810,SKY
24811,SKY
24812,SKY
24824,SKY
24825,SKY
24828,SKY
24830,SKY
24832,SKY
24839,SKY
24846,SKY
24850,SKY
24852,SKY
24855,SKY
24857,SKY
24863,SKY
24867,SKY
24868,SKY
24871,SKY
24872,SKY
24873,SKY
24878,SKY
24879,SKY
24880,SKY
24881,SKY
24884,SKY
24895,SKY
24896,SKY
24897,SKY
24905,SKY
24906,SKY
24907,SKY
24908,SKY
24912,SKY
24915,SKY
24918,SKY
24923,SKY
24925,SKY
24927,SKY
24929,SKY
24932,SKY
24933,SKY
24935,SKY
24937,SKY
24938,SKY
24939,SKY
24941,SKY
24945,SKY
24946,SKY
24947,SKY
24950,SKY
24951,SKY
24952,SKY
24953,SKY
24960,SKY
24964,SKY
24965,SKY
24966,SKY
24968,SKY
24970,SKY
24972,SKY
24978,SKY
24979,SKY
24982,SKY
24989,SKY
24990,SKY
24991,SKY
24993,SKY
24999,SKY
25000,SKY
25001,SKY
25003,SKY
25007,SKY
25008,SKY
25012,SKY
25013,SKY
25020,SKY
25025,SKY
25028,SKY
25032,SKY
25033,SKY
25034,SKY
25038,SKY
25039,SKY
25041,SKY
25043,SKY
25044,SKY
25045,SKY
25048,SKY
25050,SKY
25054,SKY
25055,SKY
25056,SKY
25057,SKY
25059,SKY
25062,SKY
25063,SKY
25064,SKY
25068,SKY
25069,SKY
25074,SKY
25078,SKY
25079,SKY
25080,SKY
